INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,Location
NY-2015-WS-165,5,Rescue,07/15/2015,06:22 PM,1,M,27,NY,US,Camping,Injured,44.00127,-74.74887,1736,false,Vehicle/boat evacuation,1,true,Forest Preserve,William C Whitney Wilderness,HAMILTON,LONG LAKE,true,false,07/15/2015,10:00 PM,POINT (-74.74887 44.00127)
NY-2014-WS-283,4,Search,12/13/2014,03:25 PM,1,M,55,NY,US,Hunting,Lost,42.23943,-74.1281,2092,true,Assist/own power,2,true,Forest Preserve,Colgate Lake Wild Forest,GREENE,JEWETT,false,true,12/13/2014,04:30 PM,POINT (-74.1281 42.23943)
NY-2021-WS-409,5,Search,11/27/2021,04:11 PM,1,F,44,NY,US,Hiking,Lost,43.59264,-73.70644,1910,true,Assist/own power,2,true,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,11/27/2021,07:02 PM,POINT (-73.70644 43.59264)
NY-2013-WS-056,5,Search,05/26/2013,09:02 PM,2,M,15,NY,US,Hiking,Overdue,44.14356,-73.88439,2500,true,Assist/own power,2,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,true,false,05/27/2013,03:00 AM,POINT (-73.88439 44.14356)
NY-2015-WS-255,5,Rescue,09/09/2015,03:02 PM,1,M,33,NY,US,Hiking,Injured,43.89492,-74.0841,3185,true,Assist/own power,4,false,Forest Preserve,Vanderwhacker Mountain Wild Forest,ESSEX,MINERVA,true,false,09/09/2015,09:00 PM,POINT (-74.0841 43.89492)
NY-2020-WS-089,5,Rescue,05/16/2020,06:55 PM,1,F,20,NY,US,Hiking,Lost,43.44661,-74.54776,1973,true,Assist/own power,2,true,Forest Preserve,West Canada Lake Wilderness,HAMILTON,ARIETTA,true,false,05/16/2020,11:00 PM,POINT (-74.54776 43.44661)
NY-2020-WS-403,5,Rescue,10/10/2020,08:21 PM,2,F,44,NY,US,Hiking,Lost,44.18018,-74.01516,3202,true,Assist/own power,2,true,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,10/10/2020,11:30 PM,POINT (-74.01516 44.18018)
NY-2022-WS-086,3,Search,05/21/2022,09:23 PM,1,F,68,NY,US,Hiking,Lost,41.51843,-73.53419,1240,true,Assist/own power,1,false,County Land,NA,PUTNAM,PATTERSON,false,false,05/21/2022,10:36 PM,POINT (-73.53419 41.51843)
NY-2016-WS-009,4,Search,01/16/2016,06:25 PM,3,M,19,NY,US,Hiking,Stranded,42.19293,-74.07009,1700,true,Assist/own power; Technical Rope,3,true,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,01/16/2016,11:45 PM,POINT (-74.07009 42.19293)
NY-2013-WS-175,5,Search,08/23/2013,08:29 PM,1,F,18,ON,CA,Hiking,Injured,44.15948,-73.8552,2200,true,Assist/own power,1,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,08/23/2013,09:45 PM,POINT (-73.8552 44.15948)
NY-2015-WS-099,4,Search,05/26/2015,06:31 PM,1,M,21,NJ,US,Hiking,Lost,42.21921,-74.03977,2867,true,Assist/own power,2,false,Forest Preserve,Windham Blackhead Range Wilderness Area,GREENE,HUNTER,false,true,05/26/2015,10:00 PM,POINT (-74.03977 42.21921)
NY-2019-WS-301,4,Search,10/14/2019,05:50 PM,1,F,40,NY,US,Hiking,Lost,42.4334,-74.4578,976,true,Vehicle/boat evacuation,2,true,OPRHP State Land,Mine Kill State Park,SCHOHARIE,BLENHEIM,false,false,10/14/2019,07:48 PM,POINT (-74.4578 42.4334)
NY-2016-WS-176,5,Search,07/20/2016,08:44 PM,1,M,81,NY,US,Hiking,Lost,43.28287,-74.48091,1800,true,Aircraft evacuation,15,true,Forest Preserve,Silver Lakes Wilderness,HAMILTON,ARIETTA,true,false,07/22/2016,04:00 PM,POINT (-74.48091 43.28287)
NY-2017-WS-006,7,Search,01/13/2017,08:30 AM,1,M,46,NY,US,Biking,Overdue,42.32488,-75.98694,1250,true,Assist/own power,4,true,Other DEC Land,Whitney Point Multiple Use Area,BROOME,TRIANGLE,false,false,01/13/2017,04:00 PM,POINT (-75.98694 42.32488)
NY-2018-WS-178,5,Search,07/28/2018,12:52 PM,3,M,5,NJ,US,Hiking,Lost,43.80446,-73.47015,845,true,Assist/own power; Carry out by foot,2,true,Forest Preserve,Lake George Wild Forest,WARREN,HAGUE,true,false,07/28/2018,04:24 PM,POINT (-73.47015 43.80446)
NY-2017-WS-196,5,Rescue,07/31/2017,06:03 AM,3,M,20,PA,US,Hiking,Lost,44.14337,-73.98868,5033,true,Aircraft evacuation; Assist/own power,3,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,true,false,08/31/2017,07:00 PM,POINT (-73.98868 44.14337)
NY-2020-WS-319,5,Rescue,09/04/2020,02:00 PM,1,M,80,NY,US,Hiking,Illness,43.50939,-73.61926,635,true,Vehicle/boat evacuation,2,true,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,09/04/2020,05:00 PM,POINT (-73.61926 43.50939)
NY-2021-WS-116,5,Search,06/02/2021,09:00 PM,1,M,60,NY,US,Camping,Overdue,44.04559,-73.80608,2000,true,Assist/own power,3,true,Forest Preserve,Dix Mountain Wilderness,ESSEX,NORTH HUDSON,true,false,06/02/2021,09:00 PM,POINT (-73.80608 44.04559)
NY-2012-WS-067,5,Search,05/28/2012,07:33 PM,2,M,12,NY,US,Hiking,Lost,43.87494,-74.43146,2100,false,,5,true,Forest Preserve,Blue Mt Wild Forest,HAMILTON,INDIAN LAKE,true,false,05/28/2012,09:30 PM,POINT (-74.43146 43.87494)
NY-2014-WS-271,4,Search,11/22/2014,06:35 PM,1,M,32,NJ,US,Hiking,Overdue,42.19178,-74.3247,1840,true,Assist/own power,3,true,Forest Preserve,Indian Head Wilderness Area and Hunter-Westkill Wilderness Area,GREENE,LEXINGTON,false,true,11/23/2014,01:30 AM,POINT (-74.3247 42.19178)
NY-2021-WS-064,5,Rescue,04/17/2021,07:20 PM,2,F,26,NJ,US,Hiking,Stranded,43.62687,-73.60139,334,true,Assist/own power,2,false,Forest Preserve,Lake George Wild Forest,WARREN,BOLTON,true,false,04/17/2021,10:10 PM,POINT (-73.60139 43.62687)
NY-2017-WS-168,4,Search,07/16/2017,05:49 PM,7,M,46,PA,US,Hiking,Lost,42.19858,-74.02985,2015,false,Assist/own power,1,false,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,07/16/2017,07:45 PM,POINT (-74.02985 42.19858)
NY-2014-WS-196,3,Search,08/28/2014,05:42 PM,5,M,10,NJ,US,Hiking,Lost,41.95809,-74.68946,2222,true,Assist/own power,1,true,Forest Preserve,Willowemoc Wild Forest,SULLIVAN,ROCKLAND,false,true,08/28/2014,07:30 PM,POINT (-74.68946 41.95809)
NY-2016-WS-146,5,Rescue,07/03/2016,03:28 PM,1,M,46,NY,US,Hiking,Injured,44.21347,-73.87118,3375,true,Aircraft evacuation,8,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,true,false,07/03/2016,06:00 PM,POINT (-73.87118 44.21347)
NY-2015-WS-330,5,Search,11/10/2015,05:32 PM,1,M,45,NY,US,Hiking,Lost,44.55647,-74.27478,1620,false,Assist/own power,2,true,DEC Campground,Meacham Lake Campground,FRANKLIN,DUANE,true,false,11/10/2015,09:30 PM,POINT (-74.27478 44.55647)
NY-2022-WS-099,5,Rescue,05/29/2022,05:30 PM,1,F,16,NY,US,Hiking,Illness,44.11421,-73.92122,5115,true,Assist/own power,2,true,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,06/29/2022,11:37 PM,POINT (-73.92122 44.11421)
NY-2021-WS-286,5,Rescue,09/05/2021,01:50 PM,2,,59,PA,US,Boating,Stranded,44.65175,-73.39457,650,true,Vehicle/boat evacuation,2,true,Other Municipal Land,Lake Champlain,CLINTON,PLATTSBURGH,false,false,09/05/2021,02:55 PM,POINT (-73.39457 44.65175)
NY-2015-WS-127,5,Search,06/20/2015,07:04 PM,1,F,25,NY,US,Hiking,Lost,44.2154,-73.54919,3117,true,Assist/own power,1,true,Forest Preserve,McKenzie Mt Wilderness,ESSEX,WILMINGTON,true,false,06/21/2015,01:20 AM,POINT (-73.54919 44.2154)
NY-2020-WS-457,3,Search,11/15/2020,12:00 AM,1,M,47,NY,US,Hiking,Overdue,41.99454,-74.34089,2200,true,Assist/own power,2,true,Forest Preserve,Slide Mtn Wilderness Area,ULSTER,SHANDAKEN,false,true,11/15/2020,04:00 PM,POINT (-74.34089 41.99454)
NY-2022-WS-159,5,Rescue,07/17/2022,10:25 AM,1,M,32,NY,US,Hiking,Injured,44.23422,-74.20836,3000,true,Aircraft evacuation,5,true,Forest Preserve,High Peaks Wilderness,FRANKLIN,HARRIETSTOWN,true,false,07/17/2022,04:00 PM,POINT (-74.20836 44.23422)
NY-2012-WS-018,3,Search,02/12/2012,06:00 PM,1,M,65,NY,US,Hiking,Lost,42.0243,-74.49133,2906,true,Assist/own power,6,true,Forest Preserve,Big Indian Wilderness Area,ULSTER,DENNING,false,true,02/12/2012,11:10 PM,POINT (-74.49133 42.0243)
NY-2018-WS-151,3,Search,07/08/2018,02:45 AM,1,M,26,NY,US,Camping,Missing,41.44716,-74.86003,560,true,Assist/own power,7,true,Private Land,na,SULLIVAN,LUMBERLAND,false,false,07/08/2018,01:00 PM,POINT (-74.86003 41.44716)
NY-2016-WS-203,5,Search,08/02/2016,02:05 PM,1,F,16,NY,US,Despondent,Missing,44.84636,-73.48632,233,true,Carry out by foot,11,true,Private Land,Private,CLINTON,CHAZY,false,false,08/03/2016,03:00 PM,POINT (-73.48632 44.84636)
NY-2019-WS-171,5,Rescue,07/20/2019,06:56 PM,1,M,19,PA,US,Hiking,Injured,44.14161,-73.7914,2000,true,Vehicle/boat evacuation,2,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,07/20/2019,10:15 PM,POINT (-73.7914 44.14161)
NY-2021-WS-078,5,Rescue,05/07/2021,02:36 PM,1,M,3,NY,US,Boating,Missing,44.39975,-73.39377,95,false,Vehicle/boat evacuation,2,true,Other Municipal Land,N/A,ESSEX,WILLSBORO,true,false,05/08/2021,08:00 AM,POINT (-73.39377 44.39975)
NY-2019-WS-218,3,Search,08/19/2019,07:40 PM,2,M,43,NY,US,Hiking,Lost,41.89609,-74.3643,1961,true,Vehicle/boat evacuation,1,true,Forest Preserve,Sundown Wild Forest,ULSTER,ROCHESTER,false,true,08/19/2019,10:43 PM,POINT (-74.3643 41.89609)
NY-2016-WS-070,3,Search,04/17/2016,06:55 PM,1,M,77,NY,US,Walking,Missing,41.50793,-74.71235,1387,true,Assist/own power,4,true,Private Land,NA,SULLIVAN,FORESTBURGH,false,false,04/17/2016,10:00 PM,POINT (-74.71235 41.50793)
NY-2013-WS-083,5,Recovery,06/29/2013,02:48 PM,1,M,39,NY,US,Swimming,Missing,43.47372,-73.36816,130,false,Technical Rope,14,true,Private Land,Private Land,WASHINGTON,GRANVILLE,false,false,07/03/2013,12:00 PM,POINT (-73.36816 43.47372)
NY-2020-WS-259,5,Rescue,08/13/2020,11:00 AM,2,M,29,NJ,US,Boating,Stranded,43.81542,-74.13316,1300,false,Swiftwater,3,true,Forest Preserve,Hudson Gorge Wilderness,HAMILTON,INDIAN LAKE,true,false,08/13/2020,05:00 PM,POINT (-74.13316 43.81542)
NY-2015-WS-210,5,Rescue,08/09/2015,07:42 PM,2,F,38,NY,US,Hiking,Lost,44.10564,-73.90048,4920,true,Assist/own power,1,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,08/10/2015,07:15 AM,POINT (-73.90048 44.10564)
NY-2015-WS-233,5,Rescue,08/23/2015,12:34 PM,1,F,62,NY,US,Hiking,Injured,43.69101,-74.21558,2386,true,Carry out by foot,4,true,Forest Preserve,Siamese Ponds Wilderness,HAMILTON,INDIAN LAKE,true,false,08/23/2015,04:00 PM,POINT (-74.21558 43.69101)
NY-2017-WS-254,5,Rescue,09/11/2017,02:50 PM,1,F,56,MI,US,Hiking,Injured,43.87229,-74.41533,2711,false,Carry out by foot,2,true,Forest Preserve,Blue Mountain Wild Forest,HAMILTON,INDIAN LAKE,true,false,09/11/2017,06:00 PM,POINT (-74.41533 43.87229)
NY-2018-WS-045,5,Rescue,04/22/2018,07:08 PM,3,F,18,NY,US,Hiking,Stranded,44.54097,-74.49457,1955,true,Assist/own power,1,true,Forest Preserve,Debar Mountain Wild Forest,FRANKLIN,WAVERLY,true,false,04/22/2018,11:30 PM,POINT (-74.49457 44.54097)
NY-2021-WS-378,3,Search,11/03/2021,10:15 PM,3,M,21,NY,US,Hiking,Lost,42.00997,-74.3827,3075,true,Assist/own power,2,false,Forest Preserve,Slide Mountain Wilderness area,ULSTER,SHANDAKEN,false,true,11/04/2021,05:15 AM,POINT (-74.3827 42.00997)
NY-2019-WS-210,5,Rescue,08/17/2019,08:41 AM,1,F,64,NY,US,Hiking,Injured,44.23976,-74.22585,1790,true,Assist/own power,3,true,Forest Preserve,High Peaks Wilderness,FRANKLIN,HARRIETSTOWN,true,false,08/17/2019,11:24 AM,POINT (-74.22585 44.23976)
NY-2018-WS-122,6,Rescue,06/23/2018,09:07 AM,1,M,24,NY,US,Hiking,Stranded,44.16616,-74.77353,1600,true,Assist/own power; Vehicle/boat evacuation,1,false,Forest Preserve,Cranberry Lake Wild Forest,ST LAWRENCE,FINE,true,false,06/23/2018,12:00 PM,POINT (-74.77353 44.16616)
NY-2018-WS-173,6,Search,07/25/2018,05:38 PM,6,M,38,NY,US,Hiking,Lost,43.66974,-74.99782,1726,true,Assist/own power; Carry out by foot,8,true,Forest Preserve,Black River Wild Forest,HERKIMER,WEBB,true,false,07/25/2018,11:37 PM,POINT (-74.99782 43.66974)
NY-2018-WS-136,4,Search,06/30/2018,08:00 PM,2,M,13,NY,US,Hiking,Lost,42.1964,-74.05088,2145,false,Assist/own power,3,false,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,false,true,06/30/2018,09:30 PM,POINT (-74.05088 42.1964)
NY-2015-WS-132,3,Search,06/24/2015,10:30 PM,3,M,18,NY,US,Hiking,Lost,41.43747,-73.96203,980,true,Assist/own power,1,true,OPRHP State Land,Hudson Highlands State Park,PUTNAM,PHILIPSTOWN,false,false,06/25/2015,08:00 AM,POINT (-73.96203 41.43747)
NY-2020-WS-417,5,Rescue,10/15/2020,01:12 PM,1,F,26,PA,US,Boating,Stranded,44.29265,-74.19107,1558,false,Vehicle/boat evacuation,3,true,Forest Preserve,Saranac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,true,false,10/15/2020,04:00 PM,POINT (-74.19107 44.29265)
NY-2021-WS-021,3,Rescue,02/27/2021,12:15 PM,1,F,52,NY,US,Hiking,Injured,42.07299,-74.3753,2230,true,Assist/own power,5,true,Private Land,N/A,ULSTER,SHANDAKEN,false,true,02/27/2021,05:30 PM,POINT (-74.3753 42.07299)
NY-2019-WS-126,6,Search,06/26/2019,10:47 PM,1,M,75,NY,US,Fishing,Missing,43.88065,-75.00658,1680,true,Vehicle/boat evacuation,2,true,Forest Preserve,Independence River Wild Forest,HERKIMER,WEBB,true,false,06/27/2019,04:00 AM,POINT (-75.00658 43.88065)
NY-2021-WS-419,7,Search,12/17/2021,01:34 PM,1,F,37,NY,US,Despondent,Missing,42.41971,-76.53333,429,true,Carry out by foot,7,true,Private Land,None,TOMPKINS,ITHACA,false,false,12/17/2021,04:02 PM,POINT (-76.53333 42.41971)
NY-2018-WS-073,5,Search,05/27/2018,04:39 PM,3,M,30,NJ,US,Hiking,Lost,43.83349,-73.59522,1440,false,Assist/own power,1,true,Forest Preserve,Pharoah Lakes Wilderness,ESSEX,TICONDEROGA,true,false,05/27/2018,08:00 PM,POINT (-73.59522 43.83349)
NY-2012-WS-130,5,Rescue,07/17/2012,05:00 PM,30,M,,NY,US,Boating,Stranded,44.25393,-74.24718,1539,false,Vehicle/boat evacuation,2,true,Forest Preserve,Saranac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,true,false,07/17/2012,11:00 PM,POINT (-74.24718 44.25393)
NY-2016-WS-168,5,Search,07/16/2016,08:16 PM,1,M,55,NJ,US,Hiking,Lost,44.30759,-73.93465,1662,true,Assist/own power,2,true,Forest Preserve,High Peaks,ESSEX,WILMINGTON,true,false,07/16/2016,11:38 PM,POINT (-73.93465 44.30759)
NY-2015-WS-104,5,Rescue,06/01/2015,12:58 PM,1,M,15,NY,US,Hiking,Lost,43.70904,-74.3506,2075,true,Assist/own power,7,true,Forest Preserve,Jessup River Wild Forest,HAMILTON,INDIAN LAKE,true,false,06/01/2015,04:00 PM,POINT (-74.3506 43.70904)
NY-2022-WS-173,3,Search,07/24/2022,03:00 PM,1,F,57,NJ,US,Hiking,Overdue,42.04976,-74.51046,2458,true,Assist/own power,3,true,Forest Preserve,Big Indian Wilderness,ULSTER,DENNING,false,true,07/24/2022,08:15 PM,POINT (-74.51046 42.04976)
NY-2018-WS-085,5,Search,06/02/2018,10:05 PM,1,M,53,MA,US,Hiking,Overdue,44.13636,-73.86819,2950,false,Assist/own power,2,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,06/02/2018,11:45 PM,POINT (-73.86819 44.13636)
NY-2021-WS-037,5,Rescue,03/21/2021,03:16 PM,3,M,61,NY,US,Fishing,Stranded,44.00203,-73.41669,98,false,Vehicle/boat evacuation,4,true,Other Municipal Land,Lake Champlain,ESSEX,CROWN POINT,false,false,03/21/2021,04:30 PM,POINT (-73.41669 44.00203)
NY-2022-WS-359,3,Search,12/28/2022,03:45 PM,1,F,49,NY,US,Hiking,Lost,41.92763,-73.70488,500,true,Assist/own power,1,true,Other DEC Land,Stissing Mountain MUA,DUTCHESS,PINE PLAINS,false,false,12/28/2022,07:00 PM,POINT (-73.70488 41.92763)
NY-2015-WS-168,5,Rescue,07/18/2015,02:10 PM,1,M,67,CA,US,Hiking,Injured,44.13041,-73.81037,1780,true,Assist/own power,2,true,Other DEC Land,AMR Reserve,ESSEX,KEENE,true,false,07/18/2015,04:10 PM,POINT (-73.81037 44.13041)
NY-2020-WS-353,3,Search,09/21/2020,03:50 PM,1,F,74,NY,US,Hiking,Lost,41.88657,-74.35892,1800,true,Assist/own power,1,true,Forest Preserve,Sundown Wild Forest Preserve,ULSTER,ROCHESTER,false,true,09/21/2020,05:00 PM,POINT (-74.35892 41.88657)
NY-2018-WS-237,9,Search,08/25/2018,10:24 PM,1,M,52,NY,US,Hiking,Lost,42.49664,-77.9667,1786,true,Assist/own power,2,true,Private Land,NA,ALLEGANY,GRANGER,false,false,08/26/2018,01:01 AM,POINT (-77.9667 42.49664)
NY-2013-WS-212,4,Search,09/17/2013,03:10 PM,2,M,57,TX,US,Hiking,Lost,42.13165,-74.10522,2137,true,Assist/own power,2,true,Forest Preserve,Indian Head Wilderness,GREENE,HUNTER,false,true,09/17/2013,04:45 PM,POINT (-74.10522 42.13165)
NY-2021-WS-169,5,Rescue,07/05/2021,02:37 PM,1,F,64,NJ,US,Hiking,Injured,44.1598,-73.9794,3220,true,Carry out by foot,7,true,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,07/05/2021,08:07 PM,POINT (-73.9794 44.1598)
NY-2016-WS-082,4,Search,05/11/2016,04:30 PM,1,F,31,MT,US,Hiking,Lost,42.16185,-74.18617,3485,true,Assist/own power,1,true,Forest Preserve,Indian Head Wilderness Area,GREENE,HUNTER,false,true,05/11/2016,08:30 PM,POINT (-74.18617 42.16185)
NY-2021-WS-345,5,Rescue,10/11/2021,06:25 PM,1,M,74,FL,US,Hiking,Illness,44.21608,-73.88399,2460,false,Assist/own power,2,false,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,10/11/2021,07:12 PM,POINT (-73.88399 44.21608)
NY-2012-WS-242,5,Search,11/01/2012,07:15 PM,1,M,45,NY,US,Hunting,Lost,43.19831,-74.12437,935,true,Assist/own power,2,true,Private Land,Not applicable,SARATOGA,EDINBURG,true,false,11/01/2012,11:00 PM,POINT (-74.12437 43.19831)
NY-2013-WS-175,5,Search,08/23/2013,08:29 PM,2,M,28,AB,CA,Hiking,Lost,44.15948,-73.8552,2200,false,Assist/own power,1,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,08/23/2013,09:45 PM,POINT (-73.8552 44.15948)
NY-2021-WS-255,3,Rescue,08/20/2021,05:07 PM,1,F,71,NY,US,Hiking,Injured,41.58331,-74.62169,1252,true,Assist/own power,1,false,Other DEC Land,Neversink River Unique Area,SULLIVAN,THOMPSON,false,false,08/20/2021,06:04 PM,POINT (-74.62169 41.58331)
NY-2013-WS-066,5,Search,06/15/2013,08:10 PM,1,F,15,NY,US,Hiking,Lost,43.54109,-73.61428,324,true,Vehicle/boat evacuation,4,true,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,true,false,06/16/2013,01:00 AM,POINT (-73.61428 43.54109)
NY-2019-WS-235,5,Search,09/01/2019,06:34 PM,1,F,26,PA,US,Hiking,Lost,44.39361,-73.85824,1987,true,Assist/own power,2,true,Forest Preserve,McKenzie Mt Wilderness,ESSEX,WILMINGTON,true,false,09/01/2019,10:00 PM,POINT (-73.85824 44.39361)
NY-2020-WS-273,3,Rescue,08/16/2020,03:50 PM,1,F,74,NY,US,Walking,Injured,41.91504,-74.42632,1200,true,Carry out by foot,4,true,Forest Preserve,"Sundown Wild Forest, Peekamoose Riparian Area",ULSTER,DENNING,false,true,08/16/2020,05:15 PM,POINT (-74.42632 41.91504)
NY-2019-WS-144,5,Rescue,07/06/2019,09:16 PM,1,M,53,NY,US,Despondent,Lost,44.71026,-74.56761,950,true,Assist/own power,1,true,Private Land,Private Land,FRANKLIN,DICKINSON,false,false,07/06/2019,10:30 PM,POINT (-74.56761 44.71026)
NY-2019-WS-146,5,Search,07/06/2019,09:52 PM,4,M,17,NY,US,Hiking,Lost,44.11438,-73.9569,3000,true,Assist/own power,3,true,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,true,false,07/07/2019,05:30 PM,POINT (-73.9569 44.11438)
NY-2012-WS-271,5,Search,12/15/2012,05:40 PM,3,F,33,NY,US,Hiking,Lost,43.62373,-73.58232,1420,true,Assist/own power,2,false,Forest Preserve,Lake George WF,WARREN,BOLTON,true,false,12/15/2012,08:10 PM,POINT (-73.58232 43.62373)
NY-2012-WS-159,5,Search,08/24/2012,09:00 PM,1,F,35,NY,US,Hiking,Lost,43.42506,-73.73233,1120,true,Assist/own power,1,false,Forest Preserve,Prospect Mt,WARREN,LAKE GEORGE,true,false,08/24/2012,10:00 PM,POINT (-73.73233 43.42506)
NY-2022-WS-283,8,Rescue,10/07/2022,04:30 PM,2,F,,PA,US,Hiking,Stranded,42.63206,-77.36034,1012,true,Assist/own power; High Angle; Technical Rope; Vehicle/boat evacuation,3,true,Wildlife Management Area,High Tor Wildlife Management Area,ONTARIO,NAPLES,false,false,10/07/2022,09:00 PM,POINT (-77.36034 42.63206)
NY-2020-WS-092,5,Search,05/18/2020,05:43 PM,2,F,18,NY,US,Hiking,Lost,44.54554,-74.48778,1540,true,Assist/own power,2,true,Forest Preserve,Debar Mountain Wild Forest,FRANKLIN,WAVERLY,true,false,05/18/2020,07:33 PM,POINT (-74.48778 44.54554)
NY-2018-WS-272,5,Search,09/17/2018,05:03 AM,3,M,25,NY,US,Hiking,Lost,44.07147,-73.96227,2484,true,Assist/own power; Vehicle/boat evacuation,3,true,Forest Preserve,E. High Peaks Wilderness,ESSEX,NEWCOMB,true,false,09/17/2018,02:30 PM,POINT (-73.96227 44.07147)
NY-2020-WS-089,5,Rescue,05/16/2020,06:55 PM,6,M,15,NY,US,Hiking,Lost,43.44661,-74.54776,1973,true,Assist/own power,2,true,Forest Preserve,West Canada Lake Wilderness,HAMILTON,ARIETTA,true,false,05/16/2020,11:00 PM,POINT (-74.54776 43.44661)
NY-2013-WS-054,5,Search,05/24/2013,05:35 PM,3,F,58,NY,US,Aircraft,Injured,43.0441,-74.5221,1080,true,Vehicle/boat evacuation,11,true,Private Land,N/A,FULTON,EPHRATAH,false,false,06/12/2013,07:00 PM,POINT (-74.5221 43.0441)
NY-2020-WS-399,5,Rescue,10/10/2020,02:43 PM,1,M,78,NY,US,Camping,Lost,43.27149,-74.31476,1393,true,Assist/own power,2,true,Forest Preserve,Silver Lake Wilderness,HAMILTON,BENSON,true,false,10/10/2020,07:00 PM,POINT (-74.31476 43.27149)
NY-2017-WS-002,3,Search,01/02/2017,02:00 PM,1,M,68,NY,US,Walking,Missing,41.51351,-74.88673,904,true,Carry out by foot,5,true,Private Land,NA,SULLIVAN,HIGHLAND,false,false,01/03/2017,01:00 PM,POINT (-74.88673 41.51351)
NY-2019-WS-336,6,Rescue,12/17/2019,08:48 PM,1,M,38,NY,US,Hiking,Stranded,44.09511,-74.86425,1730,true,Airboat,13,true,Forest Preserve,Five Ponds Wilderness,ST LAWRENCE,CLIFTON,true,false,12/18/2019,04:45 AM,POINT (-74.86425 44.09511)
NY-2021-WS-407,6,Search,11/27/2021,10:02 AM,1,M,18,NY,US,Motor vehicle,Missing,44.46694,-75.18405,523,true,Airboat,4,true,Private Land,Grass River,ST LAWRENCE,HERMON,false,false,11/27/2021,01:10 PM,POINT (-75.18405 44.46694)
NY-2014-WS-285,5,Search,12/27/2014,03:30 PM,2,F,33,NY,US,Hiking,Lost,44.27712,-74.0849,1937,true,Assist/own power,2,false,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,true,false,12/27/2014,07:00 PM,POINT (-74.0849 44.27712)
NY-2022-WS-082,5,Rescue,05/20/2022,11:30 PM,3,M,23,NY,US,Hiking,Lost,44.14212,-73.93186,3482,true,Assist/own power,2,true,Forest Preserve,High Peaks,ESSEX,KEENE,true,false,05/21/2022,07:40 AM,POINT (-73.93186 44.14212)
NY-2018-WS-297,5,Search,10/12/2018,03:16 PM,1,F,23,NY,US,Hiking,Lost,44.15133,-73.76154,1549,true,Assist/own power,2,true,Forest Preserve,Giant Mountain Wilderness Area,ESSEX,KEENE,true,false,10/12/2018,04:45 PM,POINT (-73.76154 44.15133)
NY-2018-WS-214,5,Rescue,08/16/2018,10:45 AM,1,M,63,MD,US,Boating,Stranded,43.81031,-74.21423,1495,true,Swiftwater,1,false,Forest Preserve,Indian River,HAMILTON,INDIAN LAKE,true,false,08/16/2018,04:30 PM,POINT (-74.21423 43.81031)
NY-2019-WS-204,5,Search,08/05/2019,11:25 PM,1,M,19,NY,US,Hiking,Lost,44.26982,-74.39494,1642,true,Assist/own power,4,false,Forest Preserve,Saranac Lakes Wild Forest,FRANKLIN,SANTA CLARA,true,false,08/06/2019,04:00 AM,POINT (-74.39494 44.26982)
NY-2015-WS-349,6,Search,12/28/2015,04:00 PM,1,F,57,NY,US,Hiking,Lost,43.69541,-75.04147,1824,true,Assist/own power,4,true,Forest Preserve,HaDeRonDah Wilderness,HERKIMER,WEBB,true,false,12/28/2015,07:00 PM,POINT (-75.04147 43.69541)
